Item Name,Category,Sub Category,Online_purchase,Instore_purchase,Central,East,North,South,West,Total Sales
Be91641ks,Fruits & Veggies,Fresh Fruits,0,1,,,,,670,670
Eg66377sh,Fruits & Veggies,Organic Vegetables,1,0,1274,,,,,1274
Fo56293es,Oil & Masala,Spices,0,1,,2296,,,,2296
Oi97765ee,Snacks,Cookies,1,0,,,,,597,597
Sn64745es,Snacks,Noodles,1,0,1004,,,,,1004
Sn82523es,Bakery,Biscuits,0,1,,866,,,,866
Be52804ks,Beverages,Health Drinks,1,0,,1539,,,2129,3668
Eg61953en,"Eggs, Meat & Fish",Eggs,1,0,,2214,,,,2214
Eg65793sh,Food Grains,Organic Staples,1,0,,2375,,,,2375
Eg63968on,Fruits & Veggies,Fresh Vegetables,1,0,,,,1448,,1448
Fo75675ur,Oil & Masala,Spices,0,1,,,,,1355,1355
Fo96654es,Snacks,Chocolates,1,0,2114,,,,,2114
Fr64507es,Snacks,Cookies,1,0,,,,,3929,3929
Fr65950es,Snacks,Noodles,1,0,551,,,,,551
Oi43559ee,Bakery,Biscuits,0,1,1376,,,,,1376
Oi12008as,Beverages,Health Drinks,1,0,,,,1014,,1014
Sn99819es,"Eggs, Meat & Fish",Fish,1,0,,,,870,,870
Sn98462es,Food Grains,Dals & Pulses,1,0,,,,,1079,1079
Ba42675ns,Oil & Masala,Edible Oil & Ghee,0,1,,,,580,,580
Be26946ks,Snacks,Chocolates,0,1,,,,,836,836
Eg7378gs,Snacks,Cookies,1,0,2445,2042,,,,4487
Fr57626ts,Beverages,Soft Drinks,0,1,548,,,,,548
Fr58105es,"Eggs, Meat & Fish",Chicken,1,0,,1994,,,1074,3068
Oi60393ee,"Eggs, Meat & Fish",Fish,0,1,,1729,,,1629,3358
Sn99758es,"Eggs, Meat & Fish",Mutton,0,1,,,,,1823,1823
Ba64479ns,Food Grains,Atta & Flour,1,0,,,,,1335,1335
Ba86183es,Food Grains,Dals & Pulses,0,1,,2400,,,,2400
Be48851ks,Fruits & Veggies,Fresh Vegetables,1,0,,,,622,,622
Be70360ks,Fruits & Veggies,Organic Vegetables,0,1,706,2087,,,,2793
Fr14587ts,Oil & Masala,Edible Oil & Ghee,1,0,,,,1974,,1974
Fr46733es,Oil & Masala,Masalas,1,0,,3257,,,,3257
Fr29365ts,Snacks,Cookies,0,1,,1544,,,,1544
Fr88046es,Snacks,Noodles,0,1,,688,,,,688
Oi41700as,Bakery,Breads & Buns,0,1,,2449,,,1019,3468
Oi63095es,Beverages,Health Drinks,0,1,,,,,2069,2069
Sn27326es,"Eggs, Meat & Fish",Eggs,1,0,,,,574,,574
Sn46493es,Fruits & Veggies,Fresh Fruits,1,0,1494,,,,,1494
Ba5050es,Fruits & Veggies,Organic Vegetables,0,1,,1879,,,,1879
Be94448ks,Oil & Masala,Edible Oil & Ghee,0,1,,,,979,,979
Fo61352ce,Snacks,Cookies,1,0,,,,2398,,2398
Fr93459es,Bakery,Breads & Buns,0,1,974,,,,,974
Sn67506es,Bakery,Cakes,1,0,,,,1806,,1806
Sn32192es,Beverages,Health Drinks,0,1,1342,,,,,1342
Ba58860ns,Beverages,Soft Drinks,0,1,,1838,,,1660,3498
Be97741ks,Fruits & Veggies,Fresh Fruits,0,1,,,,824,,824
Be84937ks,Fruits & Veggies,Fresh Vegetables,0,1,,,,2167,,2167
Eg63238en,Fruits & Veggies,Organic Fruits,1,0,,,,1729,,1729
Eg97049gs,Fruits & Veggies,Organic Vegetables,0,1,1392,,,,,1392
Eg93809on,Oil & Masala,Masalas,0,1,,,,,2114,2114
Fo93085es,Oil & Masala,Spices,1,0,,1170,,,,1170
Fr5273es,Snacks,Chocolates,0,1,,,,,674,674
Oi11762es,Snacks,Noodles,1,0,,,,,1440,1440
Sn62243es,Bakery,Cakes,0,1,,,,1105,2421,3526
Ba93368ts,Beverages,Soft Drinks,1,0,,1528,,,2059,3587
Ba98842ns,Food Grains,Rice,1,0,,1601,,,1501,3102
Be83868ks,Fruits & Veggies,Organic Vegetables,0,1,,,,2352,,2352
Eg99924en,Snacks,Cookies,1,0,1738,,,,,1738
Eg53431gs,Snacks,Noodles,0,1,,,,,1920,1920
Eg87884sh,Bakery,Breads & Buns,0,1,,,,,723,723
Fo55730ur,Beverages,Health Drinks,0,1,1358,1139,,,,2497
Fo63273ce,Beverages,Soft Drinks,1,0,,869,,,,869
Oi53144ee,"Eggs, Meat & Fish",Chicken,1,0,,,,,2341,2341
Oi76823es,"Eggs, Meat & Fish",Eggs,0,1,,,,,1553,1553
Eg5528en,"Eggs, Meat & Fish",Mutton,0,1,,,,,976,976
Eg95941gs,Food Grains,Dals & Pulses,1,0,,,,2312,,2312
Eg89617on,Fruits & Veggies,Organic Vegetables,0,1,,,,,1438,1438
Fr54768es,Oil & Masala,Spices,1,0,,,,1024,1085,2109
Oi15379ee,Snacks,Cookies,0,1,,1958,,,,1958
Oi51966es,Bakery,Biscuits,0,1,,588,,,2199,2787
Sn75821es,Bakery,Breads & Buns,0,1,,,,594,,594
Sn39118es,Beverages,Soft Drinks,1,0,,,,,3586,3586
Ba33892ts,"Eggs, Meat & Fish",Chicken,1,0,,,,,735,735
Ba12335ns,"Eggs, Meat & Fish",Eggs,1,0,951,,,,,951
Ba48701es,"Eggs, Meat & Fish",Fish,1,0,,865,,,,865
Be62619ks,Food Grains,Atta & Flour,1,0,,,,,1389,1389
Eg53587en,Food Grains,Rice,1,0,,,,1328,,1328
Eg12241sh,Oil & Masala,Edible Oil & Ghee,1,0,,,,630,1205,1835
Fo39629es,Oil & Masala,Spices,1,0,,,,,2213,2213
Oi16725ee,"Eggs, Meat & Fish",Chicken,1,0,,,,,812,812
Ba74112ns,"Eggs, Meat & Fish",Eggs,1,0,2159,,,,,2159
Ba64639es,"Eggs, Meat & Fish",Mutton,0,1,,2491,,,,2491
Be80097ks,Fruits & Veggies,Organic Vegetables,1,0,,,,3478,,3478
Eg25781en,Oil & Masala,Edible Oil & Ghee,1,0,2181,2353,,,,4534
Fo99525es,Oil & Masala,Spices,1,0,,,,,1536,1536
Fo31573es,Snacks,Chocolates,0,1,,,,,1109,1109
Fr23421ts,Snacks,Cookies,0,1,3625,2216,,,,5841
Oi78397as,Bakery,Biscuits,1,0,,1367,,,,1367
Ba40142ts,Bakery,Breads & Buns,1,0,,,,664,1546,2210
Ba28241es,Bakery,Cakes,1,0,,,,,1965,1965
Be19765ks,Beverages,Soft Drinks,1,0,,1473,,,,1473
Fo6831es,"Eggs, Meat & Fish",Chicken,0,1,,2097,,,,2097
Fr51830ts,"Eggs, Meat & Fish",Fish,1,0,,1934,,2444,,4378
Fr48126ts,Food Grains,Organic Staples,1,0,,,,,1337,1337
Fr4774es,Oil & Masala,Edible Oil & Ghee,1,0,,2108,,,,2108
Sn32725es,Bakery,Breads & Buns,0,1,,,,,1250,1250
Sn68773es,Bakery,Cakes,0,1,,767,,,2343,3110
Ba60356ns,Beverages,Health Drinks,0,1,,,,2179,,2179
Be78756ks,"Eggs, Meat & Fish",Chicken,1,0,,,,,772,772
Eg52207sh,Food Grains,Dals & Pulses,1,0,,,,,1716,1716
Fo91024es,Food Grains,Organic Staples,1,0,,2189,,,,2189
Fr7248es,Fruits & Veggies,Fresh Fruits,0,1,,,,1613,,1613
Fr56567ts,Oil & Masala,Masalas,1,0,,1178,,2328,1022,4528
Fr29540es,Bakery,Biscuits,1,0,,,,,1863,1863
Oi60849es,Bakery,Cakes,0,1,,2097,,,,2097
Sn37919es,Beverages,Health Drinks,1,0,1881,,,,,1881
Ba90320ns,Food Grains,Organic Staples,0,1,,951,,,,951
Be57170ks,Fruits & Veggies,Fresh Fruits,1,0,,762,,,,762
Eg99044gs,Fruits & Veggies,Organic Fruits,0,1,505,,,,,505
Fo77411ur,Fruits & Veggies,Organic Vegetables,1,0,,,,1597,,1597
Fo61325es,Snacks,Cookies,1,0,,1562,,,,1562
Fr7687ts,Snacks,Noodles,0,1,,,,976,,976
Fr16320es,Bakery,Breads & Buns,1,0,,2146,,,,2146
Oi420ee,Beverages,Health Drinks,1,0,2418,,,,,2418
Oi36246es,"Eggs, Meat & Fish",Fish,1,0,,,,,1805,1805
Sn506es,Food Grains,Organic Staples,0,1,,2480,,,,2480
Sn88683es,Fruits & Veggies,Fresh Vegetables,0,1,,,,,1207,1207
Ba56072ns,Fruits & Veggies,Organic Fruits,0,1,,,,1609,,1609
Ba92156es,Fruits & Veggies,Organic Vegetables,1,0,,1944,,,,1944
Be29500ks,Oil & Masala,Spices,1,0,,1396,,,,1396
Eg78428on,Snacks,Cookies,0,1,1477,2207,,,,3684
Fo97724es,Bakery,Breads & Buns,1,0,1710,,,,1433,3143
Fo50292ce,Beverages,Health Drinks,0,1,,,,,1714,1714
Oi8618as,"Eggs, Meat & Fish",Eggs,0,1,982,,,,,982
Ba62855ts,Food Grains,Atta & Flour,0,1,,,,,785,785
Be25529ks,Food Grains,Organic Staples,0,1,,,,,2442,2442
Eg44544gs,Fruits & Veggies,Fresh Fruits,0,1,,2186,,,,2186
Eg67499sh,Fruits & Veggies,Organic Vegetables,1,0,,1239,,,,1239
Eg2083on,Oil & Masala,Edible Oil & Ghee,1,0,,656,,,940,1596
Fo1098es,Oil & Masala,Spices,1,0,,,,,832,832
Fo63330ce,Snacks,Chocolates,1,0,,,,,720,720
Oi62068ee,Snacks,Cookies,0,1,1912,,,,,1912
Sn26199es,Bakery,Breads & Buns,0,1,,1592,,,,1592
Ba14062ts,Bakery,Cakes,1,0,,1123,,,,1123
Ba2732ns,Beverages,Soft Drinks,0,1,,,,2429,,2429
Be18119ks,"Eggs, Meat & Fish",Mutton,1,0,1959,,,,1952,3911
Eg88692gs,Food Grains,Dals & Pulses,0,1,,1563,,,,1563
Eg52558on,Food Grains,Rice,1,0,1678,,,,,1678
Fo80995ce,Oil & Masala,Masalas,1,0,1034,,,,,1034
Fr84111ts,Bakery,Biscuits,0,1,,742,,,,742
Oi31717es,Beverages,Soft Drinks,1,0,2301,,,,,2301
Sn46378es,"Eggs, Meat & Fish",Eggs,1,0,1636,1944,,,,3580
Sn57553es,"Eggs, Meat & Fish",Fish,1,0,,,,,2290,2290
Ba15976ns,"Eggs, Meat & Fish",Mutton,1,0,,,,1358,,1358
Be79940ks,Food Grains,Dals & Pulses,0,1,1384,,,,,1384
Eg54553gs,Food Grains,Rice,1,0,,1127,,,,1127
Eg54016sh,Oil & Masala,Edible Oil & Ghee,0,1,,743,,,1073,1816
Fo65344ur,Snacks,Noodles,0,1,,1352,,,,1352
Fr3835es,Bakery,Biscuits,1,0,,,,1879,1195,3074
Oi49447ee,Bakery,Breads & Buns,0,1,,1554,,,,1554
Ba9869ts,Beverages,Soft Drinks,0,1,,,,1531,2151,3682
Be99937ks,"Eggs, Meat & Fish",Eggs,0,1,1524,,,,1878,3402
Be21199ks,"Eggs, Meat & Fish",Mutton,1,0,1841,,,,,1841
Eg83120sh,Food Grains,Rice,1,0,,,,1705,,1705
Fo3197ur,Fruits & Veggies,Fresh Fruits,1,0,,,,615,,615
Fr64817es,Oil & Masala,Spices,0,1,,,,,1100,1100
Oi16530ee,Snacks,Chocolates,0,1,2053,3133,,,,5186
Oi70400as,Snacks,Noodles,0,1,,,,2276,,2276
Sn84517es,Bakery,Breads & Buns,0,1,,,,2114,2357,4471
Be95830ks,Beverages,Health Drinks,0,1,,,,,2266,2266
Be30527ks,"Eggs, Meat & Fish",Eggs,1,0,,1044,,,,1044
Eg54653gs,"Eggs, Meat & Fish",Fish,1,0,,,,,559,559
Eg51588on,Food Grains,Atta & Flour,0,1,1371,1606,,,757,3734
Fr69854ts,Fruits & Veggies,Fresh Vegetables,1,0,,1628,,,,1628
Fr31293es,Oil & Masala,Edible Oil & Ghee,1,0,,,,,1820,1820
Oi70343ee,Bakery,Biscuits,1,0,933,,,,,933
Sn40909es,Beverages,Health Drinks,1,0,,,,995,,995
Sn15170es,Beverages,Soft Drinks,0,1,1726,,,,1765,3491
Ba89012es,"Eggs, Meat & Fish",Fish,1,0,1761,,,,,1761
Be85653ks,Food Grains,Atta & Flour,1,0,,,,,2181,2181
Be97947ks,Fruits & Veggies,Organic Vegetables,0,1,,,,,1320,1320
Eg61540gs,Oil & Masala,Edible Oil & Ghee,1,0,1450,,,,,1450
Fo45146ce,Oil & Masala,Masalas,1,0,,,,1787,,1787
Fr75762ts,Snacks,Noodles,1,0,,1127,,,,1127
Fr28611es,Beverages,Health Drinks,0,1,,1113,,,,1113
Oi13396es,Beverages,Soft Drinks,0,1,1278,,,,,1278
Sn44719es,"Eggs, Meat & Fish",Eggs,0,1,,,,,1213,1213
Ba69218ns,"Eggs, Meat & Fish",Mutton,0,1,,,,,1841,1841
Ba94437es,Fruits & Veggies,Organic Fruits,0,1,,1579,,,,1579
Be4281ks,Fruits & Veggies,Organic Vegetables,1,0,,,,,1495,1495
Eg10372en,Oil & Masala,Edible Oil & Ghee,1,0,,,,,2491,2491
Eg84741sh,Snacks,Cookies,0,1,711,,,,,711
Fo98488ur,Snacks,Noodles,0,1,,1137,,,,1137
Oi41931ee,Bakery,Cakes,1,0,2948,,,,,2948
Oi30186as,Beverages,Health Drinks,0,1,,,,,646,646
Oi9969es,Beverages,Soft Drinks,0,1,1030,,,,,1030
Sn66712es,"Eggs, Meat & Fish",Eggs,1,0,,639,,,,639
Sn74910es,Food Grains,Rice,0,1,,,,604,,604
Be11302ks,Fruits & Veggies,Organic Fruits,1,0,,2344,,,660,3004
Fr48966es,Fruits & Veggies,Organic Vegetables,1,0,,,,1589,,1589
Fr22127ts,Oil & Masala,Spices,1,0,2054,,,,,2054
Sn82403es,Snacks,Chocolates,0,1,,644,,,,644
Sn15439es,Bakery,Breads & Buns,0,1,,,,,1894,1894
Ba93643ts,Bakery,Cakes,0,1,2319,,,,,2319
Ba1554ns,Beverages,Health Drinks,1,0,,,,,711,711
Ba18180es,"Eggs, Meat & Fish",Chicken,1,0,,1132,,,,1132
Be69056ks,"Eggs, Meat & Fish",Fish,1,0,2462,1919,,,,4381
Eg24483en,Food Grains,Atta & Flour,0,1,,,,2449,560,3009
Eg29163gs,Oil & Masala,Edible Oil & Ghee,0,1,1382,3253,,,2293,6928
Eg43841sh,Oil & Masala,Masalas,1,0,,1356,,,,1356
Eg61828on,Oil & Masala,Spices,0,1,,2098,,,,2098
Fo10856ur,Snacks,Chocolates,0,1,,,,,1802,1802
Fo51672ce,Snacks,Cookies,0,1,1346,,,,,1346
Fr55714ts,Beverages,Health Drinks,1,0,797,,,,4115,4912
Oi15909ee,Fruits & Veggies,Fresh Vegetables,0,1,1738,,,,,1738
Oi98532es,Fruits & Veggies,Organic Fruits,0,1,,2093,,,,2093
Sn35008es,Snacks,Chocolates,1,0,1989,,,,,1989
Sn90956es,Snacks,Cookies,1,0,,,,,2331,2331
Ba10961es,Bakery,Biscuits,0,1,1370,,,,,1370
Be1814ks,Bakery,Breads & Buns,0,1,,,,,1638,1638
Eg34335on,Bakery,Cakes,1,0,1609,,,,,1609
Fo33674es,Beverages,Soft Drinks,1,0,,1605,,,,1605
Fo78928ce,"Eggs, Meat & Fish",Chicken,0,1,,605,,,,605
Fr64146ts,"Eggs, Meat & Fish",Eggs,0,1,,,,620,,620
Fr78706ts,"Eggs, Meat & Fish",Fish,0,1,,2139,,,,2139
Oi70509ee,"Eggs, Meat & Fish",Mutton,0,1,,,,2993,,2993
Oi44364es,Food Grains,Atta & Flour,0,1,,1916,,801,,2717
Sn13322es,Food Grains,Rice,0,1,1448,,,,,1448
Sn74919es,Fruits & Veggies,Organic Fruits,0,1,,,,,645,645
Sn60321es,Oil & Masala,Edible Oil & Ghee,0,1,,,,,1579,1579
Ba97759ns,Oil & Masala,Spices,1,0,1260,,,,,1260
Eg41947sh,Snacks,Cookies,0,1,3241,,,,,3241
Eg29263on,Snacks,Noodles,0,1,,,,619,,619
Fo24184ur,Bakery,Cakes,0,1,,1829,,,,1829
Fo43231es,Beverages,Health Drinks,1,0,,1776,,,,1776
Fo76347ce,"Eggs, Meat & Fish",Mutton,1,0,2226,,,,,2226
Fr38503ts,Food Grains,Organic Staples,1,0,1564,,,,,1564
Fr82386es,Food Grains,Rice,0,1,,1958,,,,1958
Sn1043es,Fruits & Veggies,Fresh Fruits,0,1,,,,,981,981
Sn96985es,Fruits & Veggies,Organic Fruits,0,1,,,,1106,,1106
Ba60009ts,Oil & Masala,Edible Oil & Ghee,1,0,1501,,,884,,2385
Ba96692es,Oil & Masala,Spices,0,1,,2855,,,,2855
Eg96644gs,Snacks,Chocolates,1,0,,4398,,,,4398
Eg74972sh,Snacks,Cookies,0,1,,,,807,,807
Fo67730es,Snacks,Noodles,0,1,,,,,635,635
Fr12591ts,Bakery,Breads & Buns,1,0,2160,,,,,2160
Oi68913as,"Eggs, Meat & Fish",Fish,0,1,,584,,,2056,2640
Sn71869es,"Eggs, Meat & Fish",Mutton,0,1,1160,786,,,,1946
Ba68866ts,Food Grains,Atta & Flour,0,1,,3017,,,,3017
Be70737ks,Food Grains,Organic Staples,0,1,,806,,,1240,2046
Eg29301en,Food Grains,Rice,0,1,,,,,1567,1567
Eg79962sh,Fruits & Veggies,Fresh Fruits,1,0,,,,,561,561
Fo3687es,Fruits & Veggies,Organic Vegetables,0,1,,,,,2092,2092
Oi8792as,Snacks,Chocolates,1,0,1608,,,,,1608
Sn71405es,Snacks,Noodles,1,0,635,,,,,635
Sn97821es,Bakery,Biscuits,0,1,,,,,2233,2233
Ba68531ns,Bakery,Cakes,1,0,,,,2076,2343,4419
Ba92993es,"Eggs, Meat & Fish",Eggs,0,1,,3743,,,,3743
Be65009ks,"Eggs, Meat & Fish",Fish,0,1,1120,,,,,1120
Eg52830sh,Food Grains,Organic Staples,1,0,,,,2070,,2070
Fo82053ce,Fruits & Veggies,Fresh Fruits,0,1,,,,,1200,1200
Fr95868ts,Oil & Masala,Masalas,0,1,1937,,,,,1937
Fr70484es,Snacks,Chocolates,0,1,,1470,,,,1470
Oi36576ee,Bakery,Biscuits,0,1,,605,,1589,,2194
Oi36073as,Beverages,Soft Drinks,0,1,,,,,3076,3076
Oi76022es,"Eggs, Meat & Fish",Chicken,0,1,,,,,2499,2499
Sn58143es,"Eggs, Meat & Fish",Fish,0,1,,,,,572,572
Be7572ks,Food Grains,Dals & Pulses,0,1,2132,,,,,2132
Be67685ks,Oil & Masala,Masalas,1,0,,,,,1485,1485
Eg41413gs,Snacks,Chocolates,1,0,1265,2481,,,,3746
Fo42071ur,Snacks,Noodles,1,0,2031,2390,,,,4421
Fo44356ce,Bakery,Breads & Buns,1,0,2154,2246,,,,4400
Fr43157ts,Bakery,Cakes,1,0,,,,1846,,1846
Fr48706es,Beverages,Health Drinks,1,0,,,,,1002,1002
Sn55243es,"Eggs, Meat & Fish",Fish,0,1,,695,,,,695
Eg99547gs,Food Grains,Rice,0,1,,,,,2386,2386
Fo26087es,Fruits & Veggies,Fresh Fruits,0,1,1180,,,,,1180
Ba53449es,Fruits & Veggies,Fresh Vegetables,1,0,,,,,2145,2145
Eg94056en,Oil & Masala,Edible Oil & Ghee,1,0,,1234,,2177,,3411
Eg29699on,Oil & Masala,Masalas,0,1,,,,,1016,1016
Fo55750es,Oil & Masala,Spices,0,1,1957,,,,,1957
Fr78642ts,Snacks,Cookies,1,0,683,,,,,683
Fr19888es,Beverages,Health Drinks,0,1,2314,,,,,2314
Oi21120ee,Beverages,Soft Drinks,1,0,,,,,2269,2269
Oi18532as,"Eggs, Meat & Fish",Eggs,1,0,1324,,,,,1324
Sn99000es,Food Grains,Atta & Flour,0,1,2435,,,,,2435
Ba48315ts,Food Grains,Rice,0,1,2497,,,,,2497
Ba5881ns,Fruits & Veggies,Organic Fruits,0,1,2063,,,,,2063
Ba54936es,Fruits & Veggies,Organic Vegetables,1,0,,629,,,,629
Be14439ks,Snacks,Chocolates,1,0,,,,,1186,1186
Be77814ks,Snacks,Noodles,0,1,921,,,,1485,2406
Eg97242gs,"Eggs, Meat & Fish",Eggs,0,1,,,,,1485,1485
Eg22508sh,Food Grains,Organic Staples,1,0,,,,,995,995
Oi66354as,Bakery,Cakes,1,0,1204,,,,,1204
Sn83904es,"Eggs, Meat & Fish",Chicken,0,1,2290,,,,,2290
Ba64879ts,"Eggs, Meat & Fish",Mutton,1,0,,,,,2444,2444
Ba3491ns,Food Grains,Dals & Pulses,0,1,,,,782,,782
Ba9920es,Fruits & Veggies,Organic Fruits,1,0,2012,,,,,2012
Be82534ks,Fruits & Veggies,Organic Vegetables,1,0,,919,,,,919
Fr38058ts,Oil & Masala,Edible Oil & Ghee,1,0,523,,,,,523
Fr79051es,Oil & Masala,Masalas,1,0,,1613,,,,1613
Oi60691as,Snacks,Noodles,1,0,,1519,,2281,,3800
Ba53161ns,Bakery,Biscuits,0,1,1099,,,787,,1886
Be58574ks,Bakery,Breads & Buns,1,0,2106,,,,,2106
Fo73542ur,Bakery,Cakes,1,0,,,,,2233,2233
Fo29907ce,Beverages,Health Drinks,0,1,,2185,,,1350,3535
Oi44383as,Beverages,Soft Drinks,1,0,1729,1941,,,,3670
Oi13591es,"Eggs, Meat & Fish",Eggs,1,0,,,,,2094,2094
Sn52047es,"Eggs, Meat & Fish",Fish,0,1,,,,,2115,2115
Sn53361es,Oil & Masala,Masalas,1,0,1092,,,,,1092
Be16934ks,Snacks,Noodles,1,0,,1322,,,2045,3367
Eg27584en,Bakery,Biscuits,1,0,,,,,2018,2018
Eg8325on,Bakery,Breads & Buns,1,0,,,,,2271,2271
Fo8687es,Bakery,Cakes,0,1,2246,,,1843,,4089
Fo13654ce,Beverages,Health Drinks,0,1,,,,1366,1520,2886
Fr13888ts,Fruits & Veggies,Fresh Fruits,1,0,,856,,,784,1640
Fr76573es,Fruits & Veggies,Fresh Vegetables,0,1,,,,,507,507
Oi77115ee,Oil & Masala,Masalas,0,1,,,,,2396,2396
Oi23246as,Bakery,Breads & Buns,0,1,,,,,2301,2301
Oi76691es,Beverages,Health Drinks,1,0,2186,1654,,,,3840
Sn72639es,Food Grains,Atta & Flour,1,0,651,,,,,651
Ba67768ts,Food Grains,Rice,0,1,,,,,540,540
Ba41096ns,Oil & Masala,Masalas,1,0,,,,,720,720
Ba23601es,Oil & Masala,Spices,1,0,,664,,,,664
Be68286ks,Snacks,Chocolates,1,0,1861,751,,,1385,3997
Fo79363es,Snacks,Noodles,0,1,,,,,3059,3059
Fo88651es,Beverages,Soft Drinks,1,0,,1641,,,,1641
Fo70558ce,"Eggs, Meat & Fish",Chicken,0,1,,,,,527,527
Fr16975es,"Eggs, Meat & Fish",Mutton,1,0,,998,,,,998
Fr58692es,Food Grains,Dals & Pulses,0,1,,2368,,,,2368
Oi82886as,Food Grains,Rice,0,1,1254,,,,,1254
Oi27639es,Fruits & Veggies,Organic Fruits,1,0,,,,543,,543
Sn21380es,Fruits & Veggies,Organic Vegetables,1,0,,509,,,,509
Ba54653ts,Oil & Masala,Edible Oil & Ghee,0,1,,1295,,,,1295
Ba16655ns,Oil & Masala,Masalas,1,0,,,,,1354,1354
Ba88894es,Oil & Masala,Spices,0,1,1813,,,,,1813
Be43823ks,Snacks,Chocolates,0,1,,1431,,,,1431
Eg10527sh,Bakery,Biscuits,0,1,,1489,,,,1489
Fo66180ur,Bakery,Breads & Buns,1,0,667,792,,,900,2359
Fr35124es,Bakery,Cakes,1,0,,2329,,,,2329
Oi75170es,Beverages,Soft Drinks,1,0,,2968,,,,2968
Sn53334es,Food Grains,Dals & Pulses,0,1,1649,,,,1072,2721
Ba78539ns,Food Grains,Organic Staples,0,1,,,,1493,,1493
Be20754ks,Food Grains,Rice,0,1,,,,,1925,1925
Eg46731en,Fruits & Veggies,Fresh Vegetables,1,0,,991,,,,991
Eg22711on,Fruits & Veggies,Organic Vegetables,0,1,,1433,,,,1433
Fo18425ur,Oil & Masala,Masalas,0,1,,2313,,,,2313
Oi37671as,Oil & Masala,Spices,1,0,,2380,,,,2380
Ba52442ts,Snacks,Noodles,1,0,,1694,,,,1694
Be49409ks,Bakery,Biscuits,0,1,,887,,,,887
Oi78092ee,Bakery,Breads & Buns,1,0,898,,,,,898
Be84796ks,Bakery,Cakes,1,0,1097,,,,,1097
Eg20961en,Beverages,Health Drinks,1,0,,2253,,815,,3068
Fo27034es,"Eggs, Meat & Fish",Fish,1,0,,3179,,,,3179
Oi19956es,Food Grains,Atta & Flour,1,0,,2440,,,,2440
Sn41393es,Fruits & Veggies,Fresh Vegetables,0,1,1541,,,,,1541
Sn59600es,Oil & Masala,Spices,0,1,,,,,2381,2381
Sn91511es,Snacks,Noodles,0,1,,531,,,,531
Ba64149es,Bakery,Breads & Buns,1,0,,,,,884,884
Be65192ks,Beverages,Soft Drinks,0,1,,502,,,,502
Eg48118gs,"Eggs, Meat & Fish",Chicken,1,0,,,,,1277,1277
Eg36098on,"Eggs, Meat & Fish",Mutton,0,1,614,,,,1282,1896
Fo69675es,Food Grains,Atta & Flour,1,0,,,,1135,,1135
Fo69422es,Oil & Masala,Masalas,1,0,,1617,,,,1617
Oi95812es,Bakery,Biscuits,1,0,978,,,,,978
Sn61044es,Beverages,Soft Drinks,1,0,,729,,,,729
Sn56423es,Oil & Masala,Edible Oil & Ghee,0,1,1512,649,,,,2161
Ba50535ts,Beverages,Health Drinks,0,1,,2126,,,2083,4209
Be87130ks,"Eggs, Meat & Fish",Chicken,0,1,1693,,,,,1693
Eg49741en,Food Grains,Organic Staples,1,0,,,,,1620,1620
Eg60619gs,Oil & Masala,Spices,1,0,2212,4211,,1916,,8339
Oi73516es,Snacks,Chocolates,1,0,,1641,,2196,,3837
Be53984ks,Snacks,Cookies,1,0,,804,,,,804
Eg51894en,Snacks,Noodles,1,0,,,,,602,602
Oi45128ee,Bakery,Cakes,0,1,,1829,,767,,2596
Oi46830as,Beverages,Health Drinks,0,1,2032,,,,,2032
Oi11355es,"Eggs, Meat & Fish",Eggs,1,0,,1039,,,,1039
Ba40353ts,"Eggs, Meat & Fish",Mutton,0,1,1518,,,2088,,3606
Ba48098ns,Food Grains,Dals & Pulses,0,1,,,,,603,603
Be66732ks,Food Grains,Organic Staples,0,1,,,,1413,,1413
Eg53130en,Oil & Masala,Spices,1,0,,,,2335,2072,4407
Eg28137sh,Snacks,Chocolates,1,0,1698,,,,,1698
Fo59173ur,Snacks,Noodles,0,1,,,,,2515,2515
Fo3664es,Bakery,Biscuits,0,1,,1050,,,,1050
Fo67438es,Beverages,Health Drinks,0,1,,4468,,,,4468
Fr98615es,"Eggs, Meat & Fish",Chicken,0,1,,1126,,,,1126
Sn91777es,"Eggs, Meat & Fish",Eggs,0,1,,,,876,,876
Ba27959ts,Oil & Masala,Spices,0,1,,,,,1198,1198
Ba56194ns,Beverages,Health Drinks,0,1,1194,,,,,1194
Ba78199es,"Eggs, Meat & Fish",Chicken,0,1,,,,,1245,1245
Be91275ks,Oil & Masala,Edible Oil & Ghee,1,0,,1359,,,,1359
Eg59095en,Oil & Masala,Masalas,1,0,1818,,,,,1818
Eg17563gs,Oil & Masala,Spices,1,0,,,,3430,917,4347
Eg31620on,Bakery,Biscuits,0,1,,,,2422,661,3083
Fo47660es,Bakery,Breads & Buns,1,0,898,,,,,898
Fr79043es,Beverages,Soft Drinks,1,0,,,,,1863,1863
Fr9551ts,"Eggs, Meat & Fish",Chicken,1,0,,,,,1259,1259
Fr70040es,"Eggs, Meat & Fish",Fish,1,0,,,,,1539,1539
Oi10694ee,Food Grains,Atta & Flour,1,0,,2251,,,,2251
Sn87657es,Food Grains,Dals & Pulses,0,1,,,,,1642,1642
Sn46359es,Food Grains,Organic Staples,0,1,,1212,,,1647,2859
Ba55272ns,Fruits & Veggies,Fresh Vegetables,0,1,,1360,,,,1360
Ba46720es,Snacks,Chocolates,0,1,,636,,,2408,3044
